id,title,artist,score
4Gcx0DkgBVticyPDpezwg5,Believe - Acoustic,John Adams,-0.4470098191235604
3LBLmC8gqvt1l43kdpx43w,Enemies,The Score,-0.4469235197420536
34p2uL1CvmaHn3uLfOKt8d,One Last Dance,Us The Duo,-0.4465365862587357
7Hr1Ignop7cymbE3FbOtXa,So Far Away,Avenged Sevenfold,-0.44639967790901036
5EdmjcNVN9UIl71x2LPpxQ,L'exil,Regarde Les Hommes Tomber,-0.44639110867951526
7kGKNGydrkDDo580fNWAaB,These Small Noises,Brian Eno,-0.44632793697720974
10nyNJ6zNy2YVYLrcwLccB,No Surprises,Radiohead,-0.4461559751752645
10nyNJ6zNy2YVYLrcwLccB,No Surprises,Radiohead,-0.4461559751752645
7gH3Oc5AaQs54XtEoLovox,Pisces Moon,Flower Face,-0.44598899054445085
06C07UFuGEy7eNdOOITLhK,Pisces Moon,Flower Face,-0.44598899054445085
1tlRDKcS5x4qXwJsgpLwCp,Pisces Moon,Flower Face,-0.44598899054445085
4wfyFIRnxdIN0v4OGtXcX3,What I've Done,Linkin Park,-0.44590634485456715
6zciWZePv9ohzMshMJn7uu,Um Cara de Sorte,Detonautas Roque Clube,-0.4457567508684739
6zciWZePv9ohzMshMJn7uu,Um Cara de Sorte,Detonautas Roque Clube,-0.4457567508684739
7LXJorEhjuKbh2xwMp5RaA,Identidade,Bruna Karla;Anderson Freire,-0.4457292237275059
6bzWr3EpSEolVwlbLk58il,Mountain Song,Jane's Addiction,-0.4456890446772007
6bzWr3EpSEolVwlbLk58il,Mountain Song,Jane's Addiction,-0.4456890446772007
18wdzUDXJyfXU0TmI9ePvy,Garoto de Aluguel (Taxi Boy) [Ao Vivo],Zé Ramalho,-0.445688404318913
7zCuUs0JXXPIH7GA8tWwii,When I Was Your Man,Boyce Avenue;Fifth Harmony,-0.44564282736765193
4MiLgByToEVhuGwc6MrSIX,Blood,Breaking Benjamin,-0.44549524162836285
5HhYHpxwdGTCO5YK7dycoT,My Dearest,supercell,-0.4454719299459692
7ecbsiAQ6PNdiAq0hplVZo,Blessed-Cursed,ENHYPEN,-0.44527727745226686
0iflcVvXTep1z3w9HEkOck,Spiritual Plasma Evocation,Inquisition,-0.4452518701900221
2iwZNz30F5QFzQszFTFPYx,Unbreakable,Winds of Plague,-0.4450544447950362
7r9kOxiNDnkAg5QKqtyjVk,Rescue,Lauren Daigle,-0.4448753609018792
6VRU7PGKvnI9ioGe0o7Rce,Sobre a Dúvida,Rosa de Saron;Leonardo Gonçalves,-0.4448321062825855
4dkI7RNxkhZlS5Ak3EaCgi,The Darkness That Embraces Me,Immortal,-0.4448036424733277
5626KdflSKfeDK7RJQfSrE,Says,Nils Frahm,-0.4448029048379477
1cQXDosKkPHAZVi7YWYX15,Yekteniya I,Batushka,-0.4447152028952759
5IzZpz0vA73IIjqFPpXSXP,Attack on Titan,Hiroyuki Sawano,-0.44470757890521917
69RKttZp5ubhotQ2ZmoqkQ,Mindless Omnipotent Master,Fallujah,-0.4447027793386005
3niz4765xdQsl0DSMf4DIx,Ze Nigmar,Rotting Christ,-0.44464790407610166
3hhbDnFUb2bicI2df6VurK,River,Leon Bridges,-0.44446651707153206
1ElihpcKELnES7MoJWA1LF,Este é o Som da Tua Noiva | Eu Só Quero Te Amar,Nívea Soares,-0.444233917325354
0wzThSEGQOnrGtFnyxGSMZ,Angela,Flower Face,-0.4440733060176504
3A4Y4uYIIt7VoSugv1OELL,Plano de Voo,Criolo,-0.4440371619880559
5AqNUScERfTOTto1b5Mycg,Call of Silence x Zero Eclipse,Samuel Kim,-0.4440233331699516
1OD2YXIOmfYmBAYfV1maRV,Movements (Chapter III),Leon Vynehall,-0.4439343318785337
5BMvVphwKZbTAYrpCG1QcA,Funeral Dawn - remastered,Marduk,-0.443905000043724
5oFLARfYC6YY4lXNRqssl7,Soube que me Amava (Supe que me Amabas),Aline Barros,-0.44385834883574904
5YM4SoGPSpQtCjfCRULUFf,"O Come, O Come, Emmanuel",Punch Brothers,-0.4437023292724128
1lO9rzG6zQwduAprZAI7N1,Welcome to the Jungle,Novo Amor,-0.44296860430187823
4jTagpQbVMfhgJNljUq4w5,Fukashigi no Carte - Lofi Version,Kenma,-0.4428349818685422
5WcUx1hbNg5V7Bf2Ekbdgv,Corrosive Survival,LIK,-0.4424577354850724
4YNySWl0EeDoibxoS7Wubo,Fallout,UNSECRET;Neoni,-0.442355999227914
4DxJKxGAJMus7zVDOGI3Ab,Flight of the Nazgul,Summoning,-0.44227290566547617
0lVp0ajGZ2huxjV0LjnLI4,Naruto Bluebird Freestyle,Khantrast,-0.4422205714002786
3IDUUaSVG6SyI89paYybmK,Um certo Galileu - Ao Vivo,Padre Zezinho,-0.4422148769956441
0njSyA8BBKgkX0ihQcqeN7,Song for Mountains,Les Discrets,-0.4419190709725762
6G45Qr6vVxnHxX06qcGEp2,Teu Toque - Ao Vivo,Gabi Sampaio;Nívea Soares,-0.4418620092843849
1itG2L5fjV1Ei958Cd6UjL,On Being a Slave,Anaal Nathrakh,-0.4416767897053445
0fO7XrdPkRXe7k0TzII9Br,Os Planos de Deus (Ao Vivo),Samuel Messias;Sarah Farias,-0.44164955242071313
4J6KELFY4NsDsBXKVRmJPF,The Tongue Of Fire,Emperor,-0.44162183892126416
6WuqJLVZcyJklg7lIozAO8,Nymphetamine Fix,Cradle Of Filth,-0.4414731987849839
79rCZ7KrkgpT2k6wXVjxiL,Nymphetamine Fix,Cradle Of Filth,-0.4414731987849839
2xkvHKRX4CVg1Pr0sK7mwH,The Rest,Mysticum,-0.44142042094559
04oq6VPupinLHUHZUuskeI,Ich Will Dich She'n - reprise,Belle,-0.4413611499887353
095ca7I4MPYD6bDyNeXOGh,To Kill,LIK,-0.4410321472898098
2C68iHWkQU0S8O2F1F0nqy,Life,Sharyn;Triple O,-0.44082841836880604
4llDF3RuBQYj2nkjTCJY4w,Quiet,This Will Destroy You,-0.44075513947739664
7FINWnbVBnZdja3kUIvptF,You Are Good,Bethel Music;Brian Johnson,-0.44069689229983344
1gJOqXpRjz9GeEEwQpcujK,You Are So Beautiful,Joe Cocker,-0.44061773285719685
2YDSRUeniyII1QFAwbAnTL,Majesty of the Void,Imperialist,-0.4404699631809087
6YTxw9D17XpnJnujgCqJgX,As the Wounds Gently Bleed,Këkht Aräkh,-0.4402282006063415
15zTndlMZlHk4VJtgAMXah,Lonesome Zorro - Version Piano – Voix,Arno;Sofiane Pamart,-0.4401757373168643
6qXs1dtubNruTULaetueVA,Dreams Are Real,aswekeepsearching,-0.4400684440319571
6vA1FwRxArrlYJTCW5sxHi,Para Ti Eu Vou - Ao Vivo,Central 3;Gabriela Maganete;Rapha Gonçalves,-0.4391601989433631
711WfDztCZpnmJg7Uvwod3,No Hard Feelings,The Avett Brothers,-0.43914312164832536
62tYkoB4YVEWiWMkMfhbxL,Terlalu Manis - Jualan Version,Slank,-0.4391277846400581
2Qczuu8EryIy0uqHNU0xSP,Baki vs Oliva Rap. Pentágono Negro,MegaR,-0.4390871060234318
7qQcB53fO6DscCmzBo1DXV,Demon Slayer Freestyle,Khantrast;Musicality;mellowthemanic;Fabvl,-0.43892130408015995
0T9jRinymApqjMFoVzw4jo,On The Rise,Generdyn;BELLSAINT,-0.4388882152362391
3pygXZX8lJqanBWUocmD8b,Ancient Monumental War Hymn,Inquisition,-0.4387526851768252
13b87C9TNBFKJAi9YB4Rr8,By This River - 2004 Digital Remaster,Brian Eno,-0.43835487474358903
0iOL2YENPUSiTYNWxrkOEo,Just Because,Johnnie Taylor,-0.43821061579238696
4HURIP867U6Bllu0fa4ypq,At Last,Etta James,-0.4380114940643418
7mULdwxJbL0Pl7yvrACd2X,At Last,Etta James,-0.4380114940643418
7APWOXPMfDbSpQ7u9PODEB,Devilock,Behemoth,-0.4380111384805714
7eFJK3p0l0mVh68qlrszNN,Allein Möchtest Du Sein,Belle,-0.43787662681287975
6CEXs4A3QhmQ4LLBXl096K,Adorador por Excelência,Nani Azevedo,-0.4378080418275707
6BttoLTTDMUFbbcFNQw121,Rosa Náutica (Del Piso),Enjambre,-0.4377236488463411
4WfslTUTDPIPpp33dh2R09,Mørkeleggelse,Mork,-0.43750283953427715
3NvzoiDmAFTma2mKKzQhdA,Advent Anathema,Imperialist,-0.4374376006945495
360gCLBRm4Caa50Vlbluhy,Venho a Ti,Luma Elpidio,-0.4373115640689791
5l0ZKLOBQDoag51oWfjWI2,Tributo a Yehovah - Acústico Ao Vivo,Adhemar De Campos;Pregador Luo;Fernandinho;Nelson Bomilcar;Rodrigo Campos;Rachel Novaes;Ronaldo Bezerra;Davi Sacer;Soraya Moraes;Luiz Arcanjo;Ana Paula Valadão;David Quinlan;Christie Tristão;Daniel Souza;Massao Suguihara;Nívea Soares;Orquestra Filarmônica de São Caetano do Sul,-0.43728712664624203
2JtIKFOdjw85nEgKqVK9Gn,Sou Teu Deus,Midian Lima,-0.4371961449161843
5mpUKTdskZea0gStWzeHUZ,Unsainted,Slipknot,-0.43706159203006834
4ho6jJU2nbX0NbiF33i4tX,To Feel Again / Trois,Jon Hopkins;Kelly Lee Owens;Sultan + Shepard;Jerro,-0.43685454441476457
6xJOhSm4SvZwzy3uhWz26O,The Enemy,Andrew Belle,-0.43678522293336985
5JgvmTyhUCPlmaK1jIJA82,Maafkan,Slank,-0.43674377787609786
2iHV5oUsDdbBNa5nJ5lo1g,I Wish I Was There While the Sun Set,Astronoid,-0.43666599687752283
7nTWWVvcAqC34Q4JVyovdG,Pra Você Guardei o Amor - Ao Vivo,Nando Reis,-0.4366275769076142
6zog3BVAWix1uXRfevBE2u,Nostalgia,Nocturnal Depression,-0.4361353619585271
0Y9nHU2Fhl76LHbRRmNQ6X,O Que Sua Glória Fez Comigo,Fernanda Brum,-0.4357738915078836
6e2lt5O6aOUGQ8BWSo0gNr,End Of The Road,Eddie Vedder,-0.43569248615319767
46MkRfyd0Cjr1tkJJzjYVU,De Doden Hebben Het Goed,Wiegedood,-0.43562998339134984
24UxG3p1Ghtc5ejJtGBoeL,Can't Help Falling In Love - Piano Version,Kina Grannis,-0.4356157510991928
6jZeCjc01WUhtMwEmQLlhg,Água Viva,Oficina G3,-0.43559029860840437
1g0xyCMUBKUaMDCk00Hhmk,Embody Me,Novo Amor,-0.4354299228295503
1WFVfVjCtbmdIv7j3Fa9iy,When You're Wrong,Brandi Carlile,-0.43507751318250265
5hnPyK9CBABcobIVnFamCC,Carousel,Wiegedood,-0.43437542297957354
72SrSfTI6p9HCBuVKmCNu9,Egypt - Live,Bethel Music;Cory Asbury,-0.43408504308239826
033BH9v7RyCCdHzgxyiU5R,Murasaki,Comisario Pantera;Luis Humberto Navejas,-0.4334885120031071
4ujYTGqbiV5xl97Pqoctq2,This Little Light of Mine,JJ Heller,-0.43255317591343556
7K0Nelb1gfXMjaChQS1nzZ,Amor Maior - Acústico,Jota Quest,-0.432380868400669
3yXG9QHONVu3zOqj68evR4,Cavalry,Novo Amor;Ed Tullett;Lowswimmer,-0.4322953327980692
70wYA8oYHoMzhRRkARoMhU,When You Were Young,The Killers,-0.43184108954742584
2NGhKPZdZk2pPZinWphTzh,November,Max Richter;Mari Samuelsen;Konzerthausorchester Berlin;Jonathan Stockhammer,-0.4315586456626228
54mvZdgPuvumvWK0GXz7oo,REMEMBER,Masato(coldrain);coladrain;Hiroaki Tsutsumi,-0.43145119659595754
0cJPLFrlV7TTCyPLupHzcH,Won't Get Fooled Again - Original Album Version,The Who,-0.4314454197124471
07FkUSLdtHv0W70Z5hIXBO,Dýrafjörður,Sólstafir,-0.43125157481127097
5cRKj1kynNFqiliT2ndZ3y,Akuma no Ko,Higuchi Ai,-0.43124199083593495
1uSuY2qLCbx1QB7oPUVhFG,Who Needs Shelter,Jason Mraz,-0.43119973443868864
2302lUwfZ4S4dVyPOCDFnQ,Sweet Dreams (Are Made Of This),Marilyn Manson,-0.43110473404360394
6jI7y83WjuyBne9b3IvdSs,Make It Without You,Andrew Belle,-0.4309349320674758
4riVJ8dOg2QpIp3rdFh8kq,Every High - Young & Sick in-Flight Remix,Kyson;Young & Sick,-0.43085398046918744
3h5OOaUCkNCdqISpeMshOI,Tyranny,Deströyer 666,-0.430769586101052
71ehTADpxs85ULrZgSEKCy,Almost Lover,A Fine Frenzy,-0.4304934408565757
5XxpXiU1ewlSNKcoXg3abu,Cuidas de Mim,Olívia Ferreira,-0.43047863363937255
1naVNubDGnYRnlayKdz08s,Thunder Kiss '65,White Zombie,-0.4304232612096196
69UZ7jq0OEfymnk2mmXScI,Thunder Kiss '65,White Zombie,-0.4304232612096196
5Pgt3FSjtVOz8BCkquMnCB,Minha História,Gisele Nascimento,-0.4300398268969906
6MCuxRUXvt8x6xP6KSb3D1,Trouble in Mind - Live,The Wood Brothers,-0.43002853341999314
650OeHTLxZAQmb4aEbGmaA,Good Goodbye (feat. Pusha T and Stormzy),Linkin Park;Pusha T;Stormzy,-0.4300174521816319
7CEV9VwA8XO9wwxTXgYKvY,I And Love And You,The Avett Brothers,-0.42984471318701767
584GnCDcDhRV6R8iZ7gzxC,No Longer Slaves (Spontaneous) - Live,Bethel Music;Jonathan David Helser;Melissa Helser,-0.42970364089737056
55fyE9Q754QhXpmcLtmmam,A Safe Place to Land (feat. John Legend),Sara Bareilles;John Legend,-0.42965624913065636
41JHlHuIFyOSSRYVCsYrKZ,O tempo não para,Barão Vermelho,-0.42935496272775664
4G8wt3fUBpgBjI35TBF2eQ,Duet,Rachael Yamagata,-0.42895409083975156
19K65Zk83c7Yd5EaZNWQ3h,Lycanthropus Rex,Leviathan,-0.4287904343629171
6RDHOZtqz8iB6xzii7qaey,Stabbing In The Dark,Ice Nine Kills,-0.42877579459008996
2Mes3Ubeld6px0kvYRAra3,Stabbing In The Dark,Ice Nine Kills,-0.42877579459008996
6gRiwTlKLG2lHyu1M8Iwh6,Stabbing In The Dark,Ice Nine Kills,-0.42877579459008996
1CaXCVkxVz7GfrE2Ifbha4,Stabbing In The Dark,Ice Nine Kills,-0.42877579459008996
7uiNQlqo95kRej5PcPrq4U,Faraway,A Mose,-0.42866604900331784
4BRlQ27PLKJtgnWGFISxOM,Dead Man's Arms,Bishop Briggs,-0.42861578735697314
5KZl7Cymt0Vm6ol0ErO2Sp,Dead Man's Arms,Bishop Briggs,-0.42861578735697314
6bKJa5bORXxWaEZUroSni7,Dead Man's Arms,Bishop Briggs,-0.42861578735697314
0wwurbloAiMd8CcLUuZJxB,Dead Man's Arms,Bishop Briggs,-0.42861578735697314
4BRlQ27PLKJtgnWGFISxOM,Dead Man's Arms,Bishop Briggs,-0.42861578735697314
5KZl7Cymt0Vm6ol0ErO2Sp,Dead Man's Arms,Bishop Briggs,-0.42861578735697314
6bKJa5bORXxWaEZUroSni7,Dead Man's Arms,Bishop Briggs,-0.42861578735697314
0wwurbloAiMd8CcLUuZJxB,Dead Man's Arms,Bishop Briggs,-0.42861578735697314
1MRE4GvAvlrvIJrOtcg1sK,Reza vela - Ao vivo acústico,O Rappa,-0.4285428952582201
6NVIFUaERNGQxto5i9nzD5,The Ones Who Came Before,Samael,-0.42835898738574774
5V7c3vhgVN0VXJrRfAAcp8,Nós Vamos Invadir Sua Praia,Ultraje a Rigor,-0.4282805515980588
5LNRJeKmVEQ9lC7GTwXzFy,Gone Too Soon,Sarah Jarosz,-0.42827100873958057
3DyhwZyBFedvnt68fMi6vf,One More Time Around,Tyler Ward;Karis;Ray Lorraine,-0.42802250527995866
1mEtTMinjXHYOSPRbCLlne,Palm Sunday,Jerry Garcia Band;Jerry Garcia,-0.42796864993617945
2d0MD0qqYEdGSvqgLHNiDR,Greatest Strength,Hiroaki Tsutsumi;Toft Willingham;Chez;Jessica Gelinas,-0.42780535514059825
6hiPJSPAKqGTjPx1gUlKZS,Be Alright,Lucy Rose,-0.42779042863547534
18fzEuKBgJaElXWDmp6nxB,Din,Therion,-0.4274745706843135
2GMHqFwYnY3OGSvACE1pkE,I'm On The Outside (Looking In),Little Anthony & The Imperials,-0.4274302741344217
5Xod1NZrvEBucvQJIxI8O5,Þann Svartís,Arckanum,-0.4272149115276932
6ubPFMzlIg73d1jzzWcC8B,Skin and Bones,Cage The Elephant,-0.4272079744413281
7qifXxszXjUIsx0SKeADUM,Water,Astronoid,-0.4271721423955239
0ngtyvPUKR4YTtkVKvZP02,Dream,Priscilla Ahn,-0.4271186814443655
4Bf8V74IfPyObOehyJveKy,Between Walls of Glass,Mord'a'Stigmata,-0.4269686510381988
4E73Motq88LCg5Oy42uynU,Sweet Love,Phillip LaRue,-0.42653424015723185
1LL4f5D8E5sdURjuADBD8s,The Scope Of Obsession,Carnifex,-0.4264886420696642
24jpjPR3hZ1VAQOWr9sd0t,B61,Aoife O'Donovan,-0.42634691507986144
4gHnSNHs8RyVukKoWdS99f,Something In The Way,Nirvana,-0.42593693584285686
4gHnSNHs8RyVukKoWdS99f,Something In The Way,Nirvana,-0.42593693584285686
5lKeJIU0KnJZEF2FE76B3y,Telepath,Samael,-0.42545632082094287
51wOUlXzsCbUJOeodv2X3U,Angel Flesh Impaled,Dark Funeral,-0.4252969047676899
0qiprdV8xNfehA6G2rDbiP,Verdades Do Tempo,Thiago Brado,-0.4252808669229302
0vSGh7m49wOnmPDkv3m9m1,If You're on the Water,The Saxophones,-0.4251709650640797
5Az8KU81g2aLBbJN67F2CI,Mind Over Matter,Young the Giant,-0.4249584551757718
5Az8KU81g2aLBbJN67F2CI,Mind Over Matter,Young the Giant,-0.4249584551757718
754CFRHbBPArTRahWMzloO,Gloria Antichristi,Totenwache,-0.42492654063176394
4sebUbjqbcgDSwG6PbSGI0,Come a Little Closer,Cage The Elephant,-0.42492193573595594
5P6ZBMWS66FVo6deJaDdHy,Dust to Dust,The Civil Wars,-0.42490201584410936
4PuUa8e5s7P3Zv1IdCGIsa,Such A Simple Thing,Ray LaMontagne,-0.42445745242641697
7zuXFwL74ARL4m44jO3sWl,Steampop,Gruzja,-0.42442123647033947
7kzz52nsw2wy0LPQ84ynHE,Every High,Kyson,-0.4244171780788627
1N5UtZKFtYssbDet5eZAeB,Onde Está O Meu Amor? - Ao Vivo,RPM,-0.42402546498846394
1zrfj0U9iWuOA7S3K4Adcl,pela boca,Don L;Fabriccio,-0.4240141869215326
3f9HJzevC4sMYGDwj7yQwd,April the 14th Part 1,Gillian Welch,-0.4238134494480683
0xsvPNs9QOjzfbtn0kZE8D,Pogba - Remix,Major RD;Bagua Records;Gooba,-0.4234795036517688
1oMpIhsJOFvAMLBYj6nnv9,Meu Amor Se Mudou pra Lua - Ao Vivo,Paula Toller,-0.4231246889136948
2k96T62rRwtvgFk7Uatx2G,Addicted to Abstinence,Sodom,-0.42252565759672667
6l1tdg42J1jd5c0dqg5nr0,Honkai World Diva - Movie Ver.,Mika Kobayashi,-0.422496198233114
37OmnzJSoVUC8iwhx1QimF,Gasoline,Trampled by Turtles,-0.42249541158426807
4ZejXkTaVyw3KffEcS86ix,Tatuaje,Jorge Drexler,-0.42244358431024176
1vilS08qiLlRb8ndSYL4ux,Recomeçar,Aline Barros,-0.422409900322568
076gGw32LZtXrKdWBlBnVv,Antichrist Siege Machine,Antichrist Siege Machine,-0.42240059156470633
0essQdYYWaolOQq1MfVZ2o,NEW ME,LiSA,-0.42238896760413425
4Y2W4zKa3q72ztbkA0r8Va,Dayvan Cowboy,Boards of Canada,-0.4223327975983978
1MXFW3PpLyOZwn6zSzK5hT,ALEX,GAYLE,-0.42215737424033395
4AJSezeHRUJsQGlnhSQDUM,Cruz de tecido - Ao vivo,O Rappa,-0.42149427016998586
0h3z3QSWAaC94JGeinkwia,Furor Diabolicus,Watain,-0.42145344485268343
4JJOLKyNrVeJhyDZt0MOSj,Tempo de Vencer,Jamily,-0.4213833791950363
26SwK8LEf98EQkf7s5rNLd,Streetlight,Greensky Bluegrass,-0.421297130736793
03h0ioes0mfaZIeAO1fV5o,Bite The Hand,Julien Baker;Phoebe Bridgers;Lucy Dacus,-0.42098245396718914
3PzjOk3qG1nh5lWd8GSfzB,Fall Too Fast,The Wood Brothers,-0.42088899951692915
4uCVtXasfPk1Z0JwrwTIzH,Golden Hour - Acoustic Piano,Ben Woodward,-0.42067329508691875
38UDPaDM2jZMRv4aEXhdi3,Stars Fell On Alabama,Ella Fitzgerald;Louis Armstrong,-0.4205531166753347
0SFkKiZQ8aRByCbAWKxeND,Piano Trio No. 2 in E Minor: I. Andante – Moderato,Dmitri Shostakovich;Ares Trio,-0.42030736132079893
2ebiTufOHJ3fZZTI43NwKX,Petróleo Do Futuro,Legião Urbana,-0.4202569547497881
2d6yLElfwKFKp0egmKRnRx,A Man In Your Head,Samael,-0.4202149538346249
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,-0.4201968248824358
1BbsV7AEuhmKRqhloDVtvt,Shou Ga Nai,Raimu,-0.42005392548430553
6351i7WOJI5fYE74IJFksw,Canoeiro (vinheta),Afrocidade;Nildes Bomfim,-0.42005365959062146
44odJaONNr861TeNUYSx3L,Di Papakawalan,Maris Racal,-0.41998822662924173
2h3wkxedVtAkQ8a6rl5N8t,Spellbound,Siouxsie and the Banshees,-0.41993669704967207
26cV1OvQgnLdM1HTVj8ZMs,Spellbound,Siouxsie and the Banshees,-0.41993669704967207
4dUBeg6zboC0lTUS7TKXfs,Spellbound,Siouxsie and the Banshees,-0.41993669704967207
0vGAY9aloPKORe0R0KlfGv,Spellbound,Siouxsie and the Banshees,-0.41993669704967207
4ToRjW6d1RCptxXmdtl28a,Drop the Match,Winds of Plague,-0.41972025287345294
0AVIswXP3Q5FnlorjU0DbI,Let Me Live / Let Me Die,Des Rocs,-0.41946977730363144
06oiTaBptIjCGLbtWd6Rlx,Canção Ao Cordeiro - Ao Vivo,Israel Salazar;Gabriel Guedes de Almeida,-0.41933061463636645
467iefma0LTxEA2EiuQeNN,Canção Ao Cordeiro - Ao Vivo,Israel Salazar;Gabriel Guedes de Almeida,-0.41932134190934056
5sdliaZjk3rVGuT13UVhxn,Long Way Down,Joshua Hyslop,-0.41927801402218756
6UUTupboUDGpljQjJhdd2L,Veneno,Jorge Drexler,-0.41918844515002107
0l0wAGTSfjmUNoZ63WVxRZ,Ultra Instinct,TrackGonEat,-0.4191337710414176
6JAXWoK53LV3hYARf4TzzP,Symphony - Acoustic,Thomas Daniel,-0.41909158955810566
76ILK5W3g9Vxt3M5a4hBZp,Until It Is Not,Wiegedood,-0.4189877614506826
0goA2cYxU9k2XfQHzo6WcP,2 Oceans,Trevor Hall;Marieme,-0.4187718173801369
6kRZfOZSuoi0Htg6gROKDz,Say Something,A Great Big World,-0.41828376913777876
37401pYbpD1TKkFyP4hYPB,I'm A Wanted Man,Royal Deluxe,-0.4181116948423518
3FRARAKLpHw3er9ZaTwaHO,I Believe in You,JJ Heller,-0.4177948490709372
0tog32XyW73PlwctgUE503,The Road to…,Anaal Nathrakh,-0.41776158367669225
3CTJWZbJuoPwXV0oJPYE9K,Garden of Stars,Brian Eno,-0.4174719956852967
68mW6JloRbnPziPftal3Nm,Chão de Giz (Ao Vivo),Zé Ramalho,-0.4174225567963843
57vqoCzYMTQhAR248IpjpL,Halfway House,The Native,-0.4174215362647642
720kcKRMGl2rJh6jsfu8Z5,Sleepless,Novo Amor,-0.41736675274469226
0ocm27j8fvDUUTDvYvOdcW,Witness The Earth Descend,Sarastus,-0.41711436084035436
1xYMyM7MxFi4OuzDA2op9Q,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,Ray LaMontagne,-0.4170472953173212
6ael0a5FVQXGupOfzpkoOB,Milagres - Acústico,Lukas Agustinho,-0.4166738514205187
519WGo9DQCtYP72a7Lmprj,Canción De Alicia En El País - Remastered 2012,Serú Girán,-0.41647823901979664
2inOdpcpLUNsxeKaCbCg1r,Clout,Jor'dan Armstrong,-0.41647527331757406
0MtfroCzjrbAq48y7H5Zv2,O Teu Amor Me Sustentará,Missionário Shalom,-0.4163080466436557
3e95Yjkzhw8oR2pR1BPQpI,The Secret Of Christmas,Ella Fitzgerald,-0.4158334312157288
2gaVsa8Ifi2w2csnRqNN2F,The Secret Of Christmas,Ella Fitzgerald,-0.4158334312157288
4A22TgVho7f5ZRSDbvzftT,The Secret Of Christmas,Ella Fitzgerald,-0.4158334312157288
5RcAGLNN0UbnUjBqDLFkVd,The Secret Of Christmas,Ella Fitzgerald,-0.4158334312157288
7xICC4cuIDw6p8fMk4ltdo,Redención (Redenção),Aline Barros;Christine D'Clario,-0.41570795846583697
2irXVa70RYAMtgqP4nqRNU,Norges Sorte Himmel,Nordjevel,-0.4152113014198834
0ZrFfxDOl9jvgzGljGM8nB,Bitter Morning Taste,Tim Vantol,-0.4150753439465289
4ByIhPSLMKHEJVsDNgUAI4,Halo,(DOLCH),-0.41493161037350845
49qEikVVPd6PgH6S2pbXjZ,Horns,Bryce Fox,-0.4148580510889438
49qEikVVPd6PgH6S2pbXjZ,Horns,Bryce Fox,-0.4148580510889438
49qEikVVPd6PgH6S2pbXjZ,Horns,Bryce Fox,-0.4148580510889438
2YbsXqnhCpRflRAAq2KgAz,Chala Head Chala,Adrian Barba,-0.41475175518553475
1jkBuvWI9IGEz9thXiKOlP,The Spark - Bonus Track,Joshua Hyslop,-0.4147318087113243
63Ewmqu1gZ7ZaQ5Q4mnuXz,No Longer Slaves,Bethel Music;Jonathan David Helser;Melissa Helser,-0.4143542530586872
6RLT4oQWaW3WiBmuTFBZnI,The Devil's Bleeding Crown,Volbeat,-0.41424231636716624
5u4jJAAD6jd0Z741eT7XGP,The Devil's Bleeding Crown,Volbeat,-0.41424231636716624
7IMnJ5f7mRoGTtf8TPAILw,The Devil's Bleeding Crown,Volbeat,-0.41424231636716624
2UzNyk6tBmMaXf1dphGUo0,The Devil's Bleeding Crown,Volbeat,-0.41424231636716624
6RLT4oQWaW3WiBmuTFBZnI,The Devil's Bleeding Crown,Volbeat,-0.41424231636716624
7IMnJ5f7mRoGTtf8TPAILw,The Devil's Bleeding Crown,Volbeat,-0.41424231636716624
5u4jJAAD6jd0Z741eT7XGP,The Devil's Bleeding Crown,Volbeat,-0.41424231636716624
2UzNyk6tBmMaXf1dphGUo0,The Devil's Bleeding Crown,Volbeat,-0.41424231636716624
1XW1lKfocLOAUdp8rUQoNC,Shallow - Acoustic,Tyler Ward;Madysyn,-0.41392292226465965
3wpZTp7HM8Dv25oExNgCC6,Keep Breathing,Ingrid Michaelson,-0.41383632711495444
10RfOpNojeT8HkxqLQ4GJW,Blue Dream,Mauren Mendo,-0.41380344914377754
1N2GcSXdQc3LXZfT0kKiCn,Ahrimanic Trance,Wolves In The Throne Room,-0.41379834374688795
6T10XPeC9X5xEaD6tMcK6M,All I Need (feat. Beth Hirsch),Air;Beth Hirsch,-0.4137151053368342
5uNEaSgkkPw6vLCUh3KsdQ,Beautiful Disaster,Jon McLaughlin,-0.41364775420749067
70vp3DhQpLrFQapK0BI5Ug,Running Wild,Jules Larson,-0.41364230398235613
14UvqLsdqw2dsmVkmTYptE,Can't Help Falling In Love,Kina Grannis,-0.4136193399370419
4EQKvkwNbvl3YV3kj8yqxJ,Meu Herói,André e Felipe;Rebeca Carvalho,-0.4134498972956343
0D1Kp0dQ6ZSbeI5n14XHTp,Stay Right Where You Are,Ingrid Michaelson,-0.4133060442946024
4izC2yID6txfr8xXN6xbZQ,They,Entombed,-0.4131480483202574
4hZCKKgXe30ovwxQK5vcC7,Again,Trampled by Turtles,-0.4130344027960121
3ohJejAvKVqepuynBfMYea,Missy,Punch Brothers,-0.4130180765665771
2JuasWPUodaUxf5nwNpciQ,Nutshell,Alice In Chains,-0.4129903156829263
3vJ6a6GhjS32yUSDbhVgkV,Stillborn Existence,Aversions Crown,-0.4127764065431151
